Accession,Title,Collection,Organism,Imaging Method,Keywords,Files,License,Publication Title,Publication DOI,Authors,Release Date,BIA Link
EMPIAR-12692,Cryo-EM structure of E. coli MaeB acetyl-CoA bound form and the ME domain dimer,EMPIAR,,,,0,,Divergent acetyl-CoA binding modes mediate allosteric inhibition of bacterial hybrid-type malic enzymes,,"Sassa M, Yamato H, Tanino H, Fukuda Y, Inoue T",2026-03-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12692
EMPIAR-12691,Cryo-EM structure of E. coli MaeB holo form and the ME domain dimer,EMPIAR,,,,0,,Divergent acetyl-CoA binding modes mediate allosteric inhibition of bacterial hybrid-type malic enzymes,,"Sassa M, Yamato H, Tanino H, Fukuda Y, Inoue T",2026-03-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12691
EMPIAR-12699,Cryo-EM structure of spMETTL16 in complex with U6 snRNA_delta17,EMPIAR,,,,0,,Structures and mechanisms of U6 snRNA m&lt;sup&gt;6&lt;/sup&gt;A modification by METTL16,,"Ju J, Tomita K",2026-03-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12699
EMPIAR-13201,Structure of the human RalGAP2 complex,EMPIAR,,,,0,,Structure and mechanism of the RalGAP tumor suppressor complex,,"Rasche R, Klink BU, Apken LH, Michalke E, Chen M, Oeckinghaus A, Gatsogiannis C, Kümmel D",2026-03-05,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13201
S-BIAD2814,Alanine-scanning mutagenesis library of MreB reveals distinct roles for regulating cell shape and viability ,BioImage Archive,escherichia coli,bright-field microscopy,"MreB, E. coli",415136,CC BY 4.0,,,Randy Morgenstein,2026-03-05,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2814
S-BIAD3019,International Mouse Phenotyping Consortium (IMPC) - Embryo LacZ Expression Images,BioImage Archive,Mus musculus (mouse),,"phenotyping, International Mouse Phenotyping Consortium, IMPC, embryo, LacZ",51677,CC BY 4.0,The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease,10.1093/nar/gkac972,,2026-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD3019
EMPIAR-13295,Cryo-EM of Staphylococcus phage 812 particles after genome release treatment,EMPIAR,,,,0,,"Genome anchoring, retention, and release by neck proteins of Staphylococcus phage 812",,"Cieniková Z, Nováček J, Šiborová M, Popelářová B, Füzik T, Botka T, Benešík M, Bárdy P, Pantůček R, Plevka P",2026-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13295
EMPIAR-12914,CryoEM dataset of M. mazei topoisomerase VI(A:E342Q)-minicircle DNA complex,EMPIAR,,,,0,,"Mechanisms of supercoiled DNA recognition and DNA cleavage control in Top6, a homolog of Spo11 and TOPRIM-based bacterial immunity nucleases",,"Richman DE, Wendorff TJ, Rashid F, Beck C, Johnson HR, Eckerty RA, Fogg JM, Baker ML, Zechiedrich L, Berger JM",2026-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12914
S-BIAD2333,Pseudomonas aeruginosa dynamically prioritizes motility and resource recycling during prolonged starvation,BioImage Archive,Pseudomonas aeruginosa UCBPP-PA14,brightfield microscopy,"Pseudomonas aeruginosa, microbial dormancy, carbon starvation, nitrogen starvation, BONCAT",224,CC0,,,Megan Bergkessel,2026-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2333
S-BIAD3020,A H3K27me3 reader complex couples H3K27me3 accumulation to nascent transcription of transposable elements in Paramecium,BioImage Archive,Paramecium tetraurelia,confocal microscopy,"Polycomb repressive complex, transposable elements, histone modifications, chromodomain, nascent transcription, programmed DNA elimination, ciliates",261,CC0,,,Thomas Balan,2026-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD3020
S-BIAD3012,International Mouse Phenotyping Consortium (IMPC) - Sleep Wake Monitoring Images,BioImage Archive,,,"phenotyping, International Mouse Phenotyping Consortium, IMPC, sleep, behavior",7346,CC BY 4.0,The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease,10.1093/nar/gkac972,,2026-03-03,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD3012
S-BIAD3009,International Mouse Phenotyping Consortium (IMPC) - Electrocardiogram Images,BioImage Archive,Mus musculus (mouse),,"phenotyping, International Mouse Phenotyping Consortium, IMPC, ECG, electrocardiogram",42998,CC BY 4.0,The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease,10.1093/nar/gkac972,,2026-03-03,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD3009
S-BIAD3008,International Mouse Phenotyping Consortium (IMPC) - Auditory Brain Stem Response Images,BioImage Archive,Mus musculus (mouse),,"phenotyping, International Mouse Phenotyping Consortium, IMPC, ABR, auditory",61056,CC BY 4.0,The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease,10.1093/nar/gkac972,,2026-03-03,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD3008
S-BIAD3015,Time-lapse ND2 microscopy dataset of E. coli under IPTG and Plain M9 perturbations,BioImage Archive,Escherichia coli,fluorescence microscopy,"time-lapse microscopy, single-cell analysis",13,CC BY 4.0,,,"Hamed Rastaghi, Henrique H. Libutti-Núñez, Bukola A. Akindipe, Nona Hashemi, Samuel M. D. Oliveira",2026-03-03,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD3015
EMPIAR-13323,cryoTEM dataset of AAV2 Rep40 + AAV2 5' ITR (DNA) +ATPyS,EMPIAR,,,,0,,Structural basis for Rep-mediated adeno-associated virus packaging,,"Xu V, McInnes A, Wake M, Acebrón-García-de-Eulate M, Barritt JD, Bubeck D, Rouse SL",2026-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13323
EMPIAR-12870,Patient derived AD PHF with PET Ligand MK-6240,EMPIAR,,,,0,,Cryo-EM structure of Alzheimer's disease tau filaments with PET ligand MK-6240,,"Kunach P, Vaquer-Alicea J, Smith MS, Monistrol J, Hopewell R, Moquin L, Therriault J, Tissot C, Rahmouni N, Massarweh G, Soucy JP, Guiot MC, Shoichet BK, Rosa-Neto P, Diamond MI, Shahmoradian SH",2026-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12870
EMPIAR-13261,Cryo-EM structure of the human Erlin1-Erlin2 complex,EMPIAR,,,,0,,Structural insights into the organization of the human Erlin complex,,"Jia X, Liu G, Li H, Qian H",2026-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13261
EMPIAR-12904,CryoEM dataset of M. mazei topoisomerase VI-minicircle DNA complex,EMPIAR,,,,0,,"Mechanisms of supercoiled DNA recognition and DNA cleavage control in Top6, a homolog of Spo11 and TOPRIM-based bacterial immunity nucleases",,"Richman DE, Wendorff TJ, Rashid F, Beck C, Johnson HR, Eckerty RA, Fogg JM, Baker ML, Zechiedrich L, Berger JM",2026-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12904
EMPIAR-12251,Cryo-EM structure of the type VII CRISPR-Cas14 effector complex,EMPIAR,,,,0,,to be published,,Hiraizumi M,2026-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12251
S-BIAD2986,International Mouse Phenotyping Consortium (IMPC) - Adult LacZ Expression Images,BioImage Archive,Mus musculus (mouse),,"IMPC, phenotyping, International Mouse Phenotyping Consortium, LacZ, Mus musculus",266251,CC BY 4.0,The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease,10.1093/nar/gkac972,,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2986
S-BIAD2990,International Mouse Phenotyping Consortium (IMPC) - Echocardiography Images,BioImage Archive,Mus musculus (mouse),,"Mus musculus, International Mouse Phenotyping Consortium, IMPC, echocardiography, cardiac",85099,CC BY 4.0,The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease,10.1093/nar/gkac972,,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2990
S-BIAD2983,"Multispectral imaging of 8 organelles in live undifferentiated hiPSCs and iNeurons at day7, 14, 21 and 28",BioImage Archive,Homo sapiens (human),confocal microscopy,"iPSCs, iNeurons, Multispectral, Bright field",5068,CC BY 4.0,,,"Maria Clara Zanellati, Sarah Cohen",2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2983
EMPIAR-13000,Human TRPM4 ion channel in MSP2N2 lipid nanodisc in a calcium-bound state,EMPIAR,,,,0,,MAASTY: A (dis)ordered copolymer for structural determination of human membrane proteins in native nanodiscs,,"Pugh CF, Feilen LP, Živković D, Præstegaard KF, Sideris C, Borthwick NJ, de Lichtenberg C, Bolla JR, Autzen AAA, Autzen HE",2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13000
S-BIAD2903,Deep tissue optical imaging is defined by the interplay of light and water,BioImage Archive,Mus musculus (mouse),Optical Imaging via InGaAs Camera,"Shortwave infrared, Near infrared, Optical imaging, Fluorescence imaging, Deep tissue imaging",772,CC0,,,Eric Lin,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2903
S-BIAD2751,Adhesion to a common ECM mediates interdependence in tissue morphogenesis in Drosophila,BioImage Archive,Drosophila melanogaster (fruit fly),SPIM,"Drosphila, Tracheal system, Epidermis, dorsal closure, Extracellular matrix",383,CC BY 4.0,,,"Luis Eduardo Sánchez-Cisneros, Mariana Barrera-Velázquez, Dimitri Kromm, Philippe Bun, Horacio Merchant-Larios, Luis Daniel Ríos-Barrera",2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2751
S-BIAD2816,"Polyphasic Characterization and Biotechnological Potential of Three Novel Prochlorococcaceae (Cyanobacteria) Genera: An Integrative Taxonomic Approach Combining 16S rRNA gene, Genomic and Chemotaxonomic Analyses",BioImage Archive,Cyanobacteria,transmission electron microscopy (TEM),"LEGE-CC, Carotenoids, HPLC-PDA, Phylogeny, Phycobiliproteins",192,CC BY 4.0,,,Flavio Oliveira,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2816
S-BIAD2915,Water-soluble HgTe Quantum Dots for Shortwave Infrared Imaging in Mice,BioImage Archive,Mus musculus (mouse),Shortwave Infrared Imaging via InGaAs Camera,"Quantum Dot, shortwave infrared, fluorescence imaging",104,CC0,,,Eric Lin,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2915
S-BIAD2414,Microglial TDP-43 mediates myelin refinement and represses Tyrobp cryptic exon inclusion in mice,BioImage Archive,Mus musculus (mouse),bright-field microscopy,"microglia, TDP-43, Neurodevelopment, spatial RNAseq",0,CC0,,,Compagnion,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2414
S-BIAD2972,Loss of maternal PADI6 disrupts DNA methylation and genomic imprinting maintenance in late preimplantation mouse embryos,BioImage Archive,Mus musculus (mouse),fluorescence microscopy,"bioimage, outgrowth, blastocyst, mus musculus, epigenetics",180,CC0,,,Carlo Giaccari,2026-03-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2972
S-BIAD2474,The mitotic stopwatch synergizes with mild p53 activation to halt cell proliferation,BioImage Archive,Homo sapiens (human),spinning disk confocal microscopy,"mitotic stopwatch, mitotic surveillance pathway, p53, USP28, aneuploidy",830,CC BY 4.0,,,Beata Mierzwa,2026-02-28,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2474
S-BIAD2773,Diffusive and enzymatic modulation of the dynamic size distribution of DNA droplets,BioImage Archive,synthetic construct,confocal microscopy,"phase separation, confocal imaging, DNA, enzymes, reaction diffusion systems",7,CC0,Diffusive and enzymatic modulation of the dynamic size distribution of DNA droplets,https://doi.org/10.1103/x2pf-n27q,Michio Tateno,2026-02-28,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2773
S-BIAD2969,Single-cell morphodynamics predict cell fate decisions during mucociliary epithelial differentiation,BioImage Archive,Xenopus laevis,confocal microscopy,"cell state, cell fate, mucociliary epithelium, morphodynamics, phenomics",11,CC0,Single-cell morphodynamics predict cell fate decisions during mucociliary epithelial differentiation,https://doi.org/10.1101/2025.09.17.676780,"Mari Tolonen, Ziwei Xu, Ozgur Beker, Varun Kapoor, Bianca Dumitrascu, Jakub Sedzinski",2026-02-27,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2969
EMPIAR-13156,"FIB-SEM imaging of control HeLa cells, cells expressing WT STARD3, and cells expressing the STARD3 FA/YA mutant",EMPIAR,,,,0,,STARD3 regulates lysosome positioning and contacts via a GSK3-controlled phosphorylation switch,,"Eichler J, Wendling C, Huver S, Zouiouich M, Hanss V, Cardinal A, Fimbel V, Birck C, McEwen AG, Knorr C, Fromental-Ramain C, Boutry M, Chenard MP, Drin G, Tomasetto C, Alpy F",2026-02-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13156
EMPIAR-13273,Cryo-electron microscopy of RN1-Fav pores extracted from DOPC:SM membranes,EMPIAR,,,,0,,High-Throughput Human Histone Detection by an Engineered Actinoporin Nanopore,,"Srnko M, Šolinc G, Crnković A, Merzel F, Jordan M, Wallace EJ, Podobnik M, Anderluh G",2026-02-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13273
EMPIAR-13279,Raw cryo-EM movies for HerA alone and DUF4297-HerA-ATP (pre-loading),EMPIAR,,,,0,,DUF4297 and HerA form abortosome to mediate bacterial immunity against phage infection,,"Tang D, Liu T, Chen Y, Zhu Z, Chen H, Chen Q, Yu Y",2026-02-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13279
EMPIAR-13292,Single Particle Raw Images for nicotinic receptor alpha 7 in complex with conotoxin ImI,EMPIAR,,,,0,,Shape-shifting conotoxins reveal divergent pore-targeting mechanisms in nicotinic receptors,,"Bhattacharjee B, Noviello CM, Rahman MM, Mayer JP, Gajewiak J, McIntosh JM, Hibbs RE, Stowell MHB",2026-02-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13292
EMPIAR-12464,Heterogeneous Assembly of Herpesvirus Capsids In Situ Illuminated by Cryo-FIB/ET.,EMPIAR,,,,0,,Heterogeneous Assembly of Herpesvirus Capsids In Situ Illuminated by Cryo-FIB/ET.,,Oliver SL,2026-02-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12464
S-BIAD2843,"Imaging mass cytometry (IMC), serial two-photon tomography (STPT), and H&E of mouse embryos",BioImage Archive,Mus musculus (mouse),imaging mass cytometry,"mouse embryo, imaging mass cytometry, IMC, serial two-photon tomography,  STPT",52,CC BY 4.0,,,"Tristan Whitmarsh, Claire Mulvey, Marta Paez-Ribes, Atefeh Fatemi, Dario Bressan",2026-02-25,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2843
S-BIAD2981,A Nanos3-containing protein complex activates RNA translation in primordial germ cells in vivo,BioImage Archive,Danio rerio (zebrafish),confocal microscopy,"Dnd1, Nanos3, primordial germ cells, phase seperation, RNA translation",2,CC BY 4.0,,,Antra Gupta,2026-02-25,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2981
EMPIAR-13266,CryoEM data of alpha-synuclein fibril with tetrazine 2.0 at site 60,EMPIAR,,,,0,,Leveraging structurally-informed bioorthogonal conjugation for alpha synuclein fibril surveillance,,"Jenkins RA, Wu S, Fujimura G, Heredia A, Flowers CW, Sun C, Sawaya MR, Rodriguez JA, Loo JA",2026-02-24,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13266
EMPIAR-13192,Volume electron microscopy reveals heterogeneity of the hemostatic response in veins and arteries,EMPIAR,,,,0,,Volume electron microscopy reveals heterogeneity of the hemostatic response in veins and arteries,,"Tomaiuolo T, Roberts ME, Severa JR, Mansi CD, Mathers B, Mannix A, Christensen TA, Brass LF, Sinno T, Stalker TJ",2026-02-24,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13192
EMPIAR-12313,Cryo-EM dataset for the T33-549 tetrahedral cage,EMPIAR,,,,0,,Bond-centric modular design of protein assemblies,,"Wang S, Favor A, Kibler R, Lubner J, Borst AJ, Redler R, Coudray N, Chiang HT, Sheffler W, Hsia Y, Li Z, Bhabha G, Ekiert DC, Pozzo LD, Baker D",2026-02-24,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12313
EMPIAR-12576,ESIBD structure of GroEL,EMPIAR,,,,0,,Cryo-EM Sample Preparation Using Soft-landing Electrospray Ion Beam Deposition and Laser Flash Melting,,"Barrass SV, Esser TK, Mowry NJ, Eriksson L, Hruby J, Seeley LT, Drabbels M, Baker LA, Rauschenbach S, Lorenz UJ",2026-02-23,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12576
EMPIAR-12110,Extracellular filaments revealed by affinity capture cryo-electron tomography of lymphocytes,EMPIAR,,,,0,,Extracellular filaments revealed by affinity capture cryo-electron tomography of lymphocytes,,"Engel L, Zaoralová M, Zhou M, Dunn AR, Oliver SL",2026-02-23,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12110
S-BIAD2973,TBI multiplex proteomics data,BioImage Archive,RAT,fluorescence microscopy,TBI,3,CC0,,,Liqiang Huang,2026-02-23,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2973
EMPIAR-13309,E. coli 70S ribosome with unmodified tRNAPro(GGG) bound to slippery P-site CCC-C codon and tRNAVal(UAC) in the A site,EMPIAR,,,,0,,An RNA modification prevents extended codon-anticodon interactions from facilitating +1 frameshifting,,"Kimbrough EM, Nguyen HA, Li H, Mattingly JM, Bailey NA, Ning W, Gamper H, Hou YM, Gonzalez RL, Dunham CM",2026-02-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13309
EMPIAR-13308,E. coli 70S ribosome with unmodified lys-tRNAPro(GGG) bound to slippery P-site CCC-C codon,EMPIAR,,,,0,,An RNA modification prevents extended codon-anticodon interactions from facilitating +1 frameshifting,,"Kimbrough EM, Nguyen HA, Li H, Mattingly JM, Bailey NA, Ning W, Gamper H, Hou YM, Gonzalez RL, Dunham CM",2026-02-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13308
EMPIAR-13299,Single particle cryo-electron microscopy of the INO80-hexasome complex,EMPIAR,,,,0,,Reorientation of INO80 on hexasomes reveals basis for mechanistic versatility,,"Wu H, Muñoz EN, Hsieh LJ, Chio US, Gourdet MA, Narlikar GJ, Cheng Y",2026-02-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13299
S-BIAD2920,Data belonging to: Laminin and Fibronectin Cooperate to Guide Endothelial Self-Organization During Intersegmental Vessel Formation,BioImage Archive,Danio rerio (zebrafish),confocal microscopy,"ECM, Angiogenesis, Zebrafish, Mathematical Modeling",360,IG04-128,,,"Roeland M. H. Merks, Joaquin Abugattas-Nunez Del Prado, Erika Tsingos, Koen Keijzer",2026-02-20,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2920
EMPIAR-12574,Raw data used to generate the structure of the CARMIL-CP complex,EMPIAR,,,,0,,Structural-functional bases for CARMIL dimerization and autoinhibition,,"Barrie KR, Dominguez R",2026-02-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12574
S-BIAD2957,Logistic regression for estimating functional effects with spatial transcriptomics,BioImage Archive,Mus musculus (mouse),MERFISH,"Spatial transcriptomics, MERFISH, Statistical modeling, Neuroscience",158,CC BY 4.0,,,"Michael Barkasi, Cody Nhan Pham, Demetrios Neophytou, Hysell Oviedo",2026-02-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2957
S-BIAD2705,"A multi-structure 3D multiphoton liver microscopy dataset integrating real, physics-based, and GAN-simulated volumes for benchmarking bioimage analysis",BioImage Archive,Mus musculus (mouse),confocal microscopy,"3D Microscopy , Benchmark, Simulated Images",22611,CC0,,,"Dilan Martinez-Torres, Nicolás Bettancourt, Jorge Vergara-Estrada, Karen Almendras-Durán, Valeria Candia, Fabian Segobia-Miranda, Hernan Morales-Navarrete",2026-02-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2705
S-BIAD2927,Single-cell approach dissecting agr quorum sensing dynamics in Staphylococcus aureus || congenic agr strains example image dataset,BioImage Archive,Staphlococcus aureus,fluorescence microscopy,"bioimage, microscopy, bacteria, Staphylococcus aureus, microfluidics",9,CC BY 4.0,,,"Julian Bär, Mariane Pivard, Samuel G. V. Charlton , Andrew Kempchinski, Alejandro Gómez-Mejia, Giovanni Stefano Ugolini , Srikanth Mairpady Shambat , Eleonora Secchi , Annelies S. Zinkernagel ",2026-02-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2927
EMPIAR-13291,CryoEM Structure of PHR-phosphatase-C2 domain of SHIP2,EMPIAR,,,,0,,Structural insights into SHIP2 reveal its membrane regulatory mechanisms,,"Gupta J, Izard T",2026-02-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-13291
EMPIAR-12906,Single Particle cryo-EM dataset of ADP-bound Redondovirus Rep,EMPIAR,,,,0,,Structures of Nucleotide-Bound Redondovirus Rep Protein,,"Montermoso S, Gupta K, Pumroy RA, Moiseenkova-Bell V, Bushman FD, Van Duyne GD",2026-02-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12906
EMPIAR-12903,Single Particle cryo-EM dataset of ATPγS-bound Redondovirus Rep,EMPIAR,,,,0,,Structures of Nucleotide-Bound Redondovirus Rep Protein,,"Montermoso S, Gupta K, Pumroy RA, Moiseenkova-Bell V, Bushman FD, Van Duyne GD",2026-02-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-12903
S-BIAD2749,Data associated with 'Microtubules sustain the fidelity of cellularization in a coenocytic relative of animals',BioImage Archive,Sphaeroforma arctica,transmission electron microscopy (TEM),"Cellularization, Microtubules, Ichthyosporea, Expansion microscopy, chemical inhibitors",400,CC BY 4.0,Microtubules sustain the fidelity of cellularization in a coenocytic relative of animals,https://doi.org/10.64898/2026.02.16.706138,"Margarida Araújo, Marine Olivetta, Paolo Ronchi, Viola Oorschot, Arif Khan, Christian Tischer, Hiral Shah, Gautam Dey, Omaya Dudin",2026-02-16,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD2749
